facility_name,latitude,longitude,observed_datetime,hour_of_day,day_of_week,is_weekend,is_holiday,capacity,base_rate_kes,traffic_delay_index,occupied_bays,occupancy_rate,is_available
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,43,0.8556,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,28,0.5543,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,33,0.6522,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,36,0.7296,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 12:00:00,12,4,0,0,50,300,1.15,37,0.7467,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 12:00:00,12,4,0,0,50,100,1.16,35,0.692,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,35,0.6954,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 12:00:00,12,4,0,0,50,200,1.0,37,0.7328,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 12:00:00,12,4,0,0,50,50,1.0,34,0.6815,1
Student parking,-1.274479,36.805643,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,41,0.8115,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,38,0.7671,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,38,0.7698,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 12:00:00,12,4,0,0,50,100,1.19,31,0.6227,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 12:00:00,12,4,0,0,50,100,1.18,35,0.6936,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,34,0.676,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,31,0.6196,1
Parking B,-1.2806414,36.8128716,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,36,0.7288,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,33,0.657,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 12:00:00,12,4,0,0,50,100,1.0,38,0.7524,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,38,0.7644,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,49,0.9875,0
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,39,0.7783,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,43,0.8675,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,46,0.9133,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 13:00:00,13,4,0,0,50,300,1.15,40,0.8043,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 13:00:00,13,4,0,0,50,100,1.16,46,0.9182,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,38,0.7517,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 13:00:00,13,4,0,0,50,200,1.0,48,0.9662,0
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 13:00:00,13,4,0,0,50,50,1.0,43,0.8511,1
Student parking,-1.274479,36.805643,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,40,0.8023,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,41,0.8261,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,46,0.9147,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 13:00:00,13,4,0,0,50,100,1.19,40,0.8032,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 13:00:00,13,4,0,0,50,100,1.18,40,0.7901,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,42,0.8323,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,38,0.7558,1
Parking B,-1.2806414,36.8128716,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,50,0.9956,0
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,40,0.8047,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 13:00:00,13,4,0,0,50,100,1.0,46,0.9165,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,43,0.8668,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,39,0.7712,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,42,0.8495,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,46,0.9127,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,42,0.8349,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 14:00:00,14,4,0,0,50,300,1.15,47,0.9454,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 14:00:00,14,4,0,0,50,100,1.16,47,0.9317,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,46,0.9235,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 14:00:00,14,4,0,0,50,200,1.0,41,0.8132,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 14:00:00,14,4,0,0,50,50,1.0,38,0.7636,1
Student parking,-1.274479,36.805643,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,40,0.8009,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,43,0.8657,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,45,0.8937,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 14:00:00,14,4,0,0,50,100,1.19,34,0.6763,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 14:00:00,14,4,0,0,50,100,1.18,42,0.8494,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,43,0.8626,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,41,0.8278,1
Parking B,-1.2806414,36.8128716,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,48,0.9533,0
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,44,0.8837,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 14:00:00,14,4,0,0,50,100,1.0,48,0.9548,0
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,42,0.8327,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,46,0.925,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,49,0.9808,0
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,48,0.9549,0
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,38,0.7626,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 15:00:00,15,4,0,0,50,300,1.15,41,0.8297,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 15:00:00,15,4,0,0,50,100,1.16,41,0.8224,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,44,0.8891,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 15:00:00,15,4,0,0,50,200,1.0,45,0.9049,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 15:00:00,15,4,0,0,50,50,1.0,39,0.7829,1
Student parking,-1.274479,36.805643,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,43,0.8554,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,34,0.6884,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,48,0.9654,0
Unnamed Parking,-1.259848,36.8644681,2026-08-14 15:00:00,15,4,0,0,50,100,1.19,40,0.809,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 15:00:00,15,4,0,0,50,100,1.18,43,0.8545,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,41,0.8252,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,47,0.9417,1
Parking B,-1.2806414,36.8128716,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,31,0.623,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,42,0.8487,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 15:00:00,15,4,0,0,50,100,1.0,42,0.8415,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,41,0.8137,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,49,0.9881,0
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,39,0.779,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,46,0.9117,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,44,0.8785,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 16:00:00,16,4,0,0,50,300,1.15,48,0.9509,0
Unnamed Parking,-1.25013,36.8202579,2026-08-14 16:00:00,16,4,0,0,50,100,1.16,40,0.7966,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,40,0.7914,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 16:00:00,16,4,0,0,50,200,1.0,47,0.9377,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 16:00:00,16,4,0,0,50,50,1.0,44,0.884,1
Student parking,-1.274479,36.805643,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,36,0.7264,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,40,0.8069,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,44,0.8809,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 16:00:00,16,4,0,0,50,100,1.19,46,0.917,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 16:00:00,16,4,0,0,50,100,1.18,40,0.7957,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,31,0.6169,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,45,0.8919,1
Parking B,-1.2806414,36.8128716,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,38,0.7524,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,34,0.6886,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 16:00:00,16,4,0,0,50,100,1.0,31,0.6234,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,38,0.7651,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,36,0.7103,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,34,0.6819,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,41,0.8111,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,38,0.751,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 17:00:00,17,4,0,0,50,300,1.15,41,0.8293,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 17:00:00,17,4,0,0,50,100,1.16,29,0.5886,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,35,0.6972,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 17:00:00,17,4,0,0,50,200,1.0,29,0.5707,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 17:00:00,17,4,0,0,50,50,1.0,34,0.6816,1
Student parking,-1.274479,36.805643,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,34,0.6801,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,38,0.7501,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,35,0.7036,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 17:00:00,17,4,0,0,50,100,1.19,37,0.7499,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 17:00:00,17,4,0,0,50,100,1.18,38,0.7563,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,44,0.8724,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,34,0.6748,1
Parking B,-1.2806414,36.8128716,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,31,0.6247,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,36,0.7197,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 17:00:00,17,4,0,0,50,100,1.0,32,0.6358,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,41,0.8186,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,34,0.6773,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,33,0.6548,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,33,0.6623,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,38,0.7575,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 18:00:00,18,4,0,0,50,300,1.15,34,0.6874,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 18:00:00,18,4,0,0,50,100,1.16,32,0.6487,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,42,0.8332,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 18:00:00,18,4,0,0,50,200,1.0,32,0.6315,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 18:00:00,18,4,0,0,50,50,1.0,35,0.7028,1
Student parking,-1.274479,36.805643,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,38,0.7522,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,28,0.5695,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,37,0.7384,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 18:00:00,18,4,0,0,50,100,1.19,31,0.6156,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 18:00:00,18,4,0,0,50,100,1.18,38,0.7658,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,31,0.623,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,38,0.7554,1
Parking B,-1.2806414,36.8128716,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,39,0.7885,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,38,0.7689,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 18:00:00,18,4,0,0,50,100,1.0,36,0.7201,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,19,0.3815,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,18,0.3539,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,26,0.5177,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,17,0.344,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,16,0.317,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 19:00:00,19,4,0,0,50,300,1.15,23,0.4532,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 19:00:00,19,4,0,0,50,100,1.16,17,0.3363,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,16,0.324,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 19:00:00,19,4,0,0,50,200,1.0,14,0.2845,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 19:00:00,19,4,0,0,50,50,1.0,18,0.3614,1
Student parking,-1.274479,36.805643,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,20,0.3934,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,21,0.4194,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,24,0.4761,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 19:00:00,19,4,0,0,50,100,1.19,22,0.4422,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 19:00:00,19,4,0,0,50,100,1.18,19,0.3847,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,19,0.3841,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,22,0.4408,1
Parking B,-1.2806414,36.8128716,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,25,0.5018,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,21,0.4101,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 19:00:00,19,4,0,0,50,100,1.0,18,0.3625,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,16,0.3206,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,14,0.2844,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,23,0.4533,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,22,0.4462,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,22,0.4462,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 20:00:00,20,4,0,0,50,300,1.15,19,0.3897,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 20:00:00,20,4,0,0,50,100,1.16,26,0.5126,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,18,0.3613,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 20:00:00,20,4,0,0,50,200,1.0,24,0.4764,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 20:00:00,20,4,0,0,50,50,1.0,20,0.3969,1
Student parking,-1.274479,36.805643,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,18,0.3513,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,22,0.4474,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,22,0.4328,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 20:00:00,20,4,0,0,50,100,1.19,21,0.4286,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 20:00:00,20,4,0,0,50,100,1.18,20,0.4065,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,20,0.397,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,30,0.5911,1
Parking B,-1.2806414,36.8128716,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,25,0.4947,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,23,0.4578,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 20:00:00,20,4,0,0,50,100,1.0,20,0.4089,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,24,0.4806,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,22,0.4414,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,20,0.4021,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,19,0.3757,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,20,0.3935,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 21:00:00,21,4,0,0,50,300,1.15,7,0.1464,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 21:00:00,21,4,0,0,50,100,1.16,21,0.4168,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,18,0.3609,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 21:00:00,21,4,0,0,50,200,1.0,26,0.5274,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 21:00:00,21,4,0,0,50,50,1.0,20,0.4015,1
Student parking,-1.274479,36.805643,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,15,0.3049,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,20,0.396,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,16,0.3163,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 21:00:00,21,4,0,0,50,100,1.19,22,0.4379,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 21:00:00,21,4,0,0,50,100,1.18,21,0.4233,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,24,0.4766,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,17,0.3367,1
Parking B,-1.2806414,36.8128716,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,20,0.4027,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,15,0.2908,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 21:00:00,21,4,0,0,50,100,1.0,23,0.4561,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,22,0.4415,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,22,0.4397,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,20,0.4001,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,22,0.4332,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,26,0.5283,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-14 22:00:00,22,4,0,0,50,300,1.15,19,0.3772,1
Unnamed Parking,-1.25013,36.8202579,2026-08-14 22:00:00,22,4,0,0,50,100,1.16,21,0.4111,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,16,0.3131,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-14 22:00:00,22,4,0,0,50,200,1.0,17,0.3305,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-14 22:00:00,22,4,0,0,50,50,1.0,20,0.4078,1
Student parking,-1.274479,36.805643,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,24,0.4883,1
Kenton Rear Parking,-1.2809847,36.7869545,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,19,0.3795,1
Unnamed Parking,-1.2553877,36.8667692,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,19,0.3811,1
Unnamed Parking,-1.259848,36.8644681,2026-08-14 22:00:00,22,4,0,0,50,100,1.19,18,0.3674,1
Travel House Parking,-1.2861727,36.8214386,2026-08-14 22:00:00,22,4,0,0,50,100,1.18,18,0.3572,1
Lenana Parking Lot Area,-1.2900918,36.800209,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,21,0.4236,1
Unnamed Parking,-1.2944773,36.8101427,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,14,0.2802,1
Parking B,-1.2806414,36.8128716,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,25,0.5025,1
MAIN PACKING,-1.2803274,36.8127162,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,17,0.3468,1
YMCA STAFF PARKING,-1.2805756,36.8129968,2026-08-14 22:00:00,22,4,0,0,50,100,1.0,23,0.4578,1
Unnamed Parking,-1.2896057,36.8150615,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,7,0.1384,1
Unnamed Parking,-1.2909796,36.8282672,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,15,0.2935,1
Unnamed Parking,-1.2856445,36.8132893,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,15,0.2938,1
Unnamed Parking,-1.2597359,36.8182597,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,14,0.2707,1
Unnamed Parking,-1.2641049,36.8117123,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,8,0.1604,1
InterContinental Hotel Car Park,-1.2873717,36.8192911,2026-08-15 06:00:00,6,5,1,0,50,300,1.15,13,0.26,1
Unnamed Parking,-1.25013,36.8202579,2026-08-15 06:00:00,6,5,1,0,50,100,1.16,7,0.1454,1
Olympic Bus Terminus,-1.3126351,36.7778212,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,11,0.2198,1
Ayany Car Park,-1.3090339,36.7757579,2026-08-15 06:00:00,6,5,1,0,50,200,1.0,16,0.3224,1
Westgate Mall Car Park,-1.2566578,36.8035661,2026-08-15 06:00:00,6,5,1,0,50,50,1.0,15,0.3037,1
Student parking,-1.274479,36.805643,2026-08-15 06:00:00,6,5,1,0,50,100,1.0,12,0.2412,1
